,lat,long,dissemination_area,quest,ville,codep,rta,arron,debut,mess1,q1,q2_m1,q2_m2,q2_m3,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_m1,q14_m2,q14_m3,q15,q16,q17,q18,q19,q20,q20a,q21,q22,q23,q24,q25,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,pond
572,45.463096,-73.626383,24663278,3479,MONTREAL,H4B2Y6,H4B,11,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,2,1,4,2,0,2,3,2,2,2,2,4,3,1,1,2,2,2,2,2, ,0.71318334403313
573,45.487344,-73.634038,24663196,3482,MONTREAL,H3W2Y6,H3W,11,1,1,2, , , , , , , , , , , , , , ,3,4, ,3,4,4,4,4,5,0,1,2,1,1,2,2,3,3,3,3,2,1,1,1,2, ,0.81856585972332
574,45.541114,-73.708245,24662512,3488,MONTREAL,H3M1B5,H3M,9,1,1,2, , , , , , , , , , , , , , ,5,4, ,4,4,1,2,4,2,0,2,1,1,1,2,2,4,3,1,2,2,2,1,1,2, ,0.5614779907308399
575,45.593603,-73.561018,24660140,3490,MONTREAL,H1M2W5,H1M,13,1,1,1,1,2, ,4,4,2,2,2,2,2,2,2,1,2, , , ,3,1,2,1,4,1, ,1,4,2,1,1,1,3,1,1,1,2,1,2,1,1,3,0.76672607558491
576,45.539315,-73.615883,24661506,3496,MONTREAL,H2R2G3,H2R,6,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,1, ,2,2,1,1,2,2,3,1,1,1,2,2,1,1,2, ,0.81856585972332
577,45.592947,-73.64067,24662691,3505,MONTREAL-NORD,H1H4E4,H1H,14,1,1,2, , , , , , , , , , , , , , ,3, , ,2,6,2,4,4,2,0,2,1,2,1,1,1,2,4,1,3,2,2,2,1,2, ,0.98007152863766
578,45.536336,-73.719686,24662480,3509,MONTREAL,H4J2C5,H4J,9,1,1,2, , , , , , , , , , , , , , ,9, , ,4,4,4,2,4,2,0,1,3,1,1,2,2,4,3,3,2,2,1,1,1,2, ,0.5614779907308399
579,45.466227,-73.569099,24661144,3533,VERDUN,H4G1R6,H4G,7,1,1,1,1, , ,4,1,2,2,2,2,2,2,2,1,1, , , ,2,6,2,2,4,2,3,1,6,2,1,2,2,2,4,1,2,2,1,2,1,1,3,0.98007152863766
580,45.526771,-73.644706,24661567,3535,MONT-ROYAL,H3P1E2,H3P,33,1,1,1,1, , ,2,1,2,2,2,2,2,2,2,2,1, , , ,3,6,4,1,4,2,0,1,9,2,1,2,2,3,4,3,1,2,1,2,1,1,1,0.76672607558491
581,45.452475,-73.5795,24661193,3546,VERDUN,H4H1W8,H4H,7,1,1,2, , , , , , , , , , , , , , ,99, , ,3,1,2,4,4,2,0,1,3,2,1,2,2,3,1,1,3,2,1,2,1,2, ,0.76672607558491
582,45.528728,-73.573396,24661897,3554,MONTREAL,H2J3N8,H2J,2,1,1,1,1, , ,2,1,1,2,2,2,1,2,2,1,1, , , ,3,1,3,1,4,1, ,2,3,2,1,2,2,3,1,2,1,2,2,2,1,1,1,0.76672607558491
583,45.700177,-73.481087,24660003,3569,POINTE-AUX-TREMBLES,H1A1Z4,H1A,3,1,1,1,2, , ,2,2,1,2,2,2,2,1,2,1,1, , , ,4,4,3,2,4,2,0,1,2,2,1,1,1,4,3,2,2,2,1,2,1,1,1,0.71318334403313
584,45.532956,-73.605732,24661456,3572,MONTREAL,H2S1R8,H2S,4,1,1,2, , , , , , , , , , , , , , ,5,1, ,2,1,4,1,4,1, ,2,4,1,1,2,2,2,1,3,1,2,2,1,1,2, ,0.91357010076408
585,45.540325,-73.606565,24661645,3577,MONTREAL,H2S2H3,H2S,4,1,1,2, , , , , , , , , , , , , , ,4, , ,1,1,4,2,3,2,0,2,9,2,1,2,2,1,1,3,2,1,2,2,1,2, ,2.16279574167529
586,45.491667,-73.782017,24662408,3579,DOLLARD-DES-ORMEAUX,H9B2V7,H9B,19,1,1,1,2, , ,4,1,2,2,2,2,1,1,2,2,1, , , ,3,1,3,1,4,2,1,1,9,1,2,3,3,3,1,2,1,2,1,1,2,1,3,0.81856585972332
587,45.451082,-73.583867,24661191,3591,VERDUN,H4H1Y4,H4H,7,1,1,1,2, , ,3,1,2,2,2,2,1,2,2,1,2, , , ,3,1,4,1,4,3,0,1,6,1,1,2,2,3,1,3,1,2,1,1,1,1,2,0.81856585972332
588,45.504758,-73.635569,24661321,3593,MONTREAL,H3S1H9,H3S,11,1,1,2, , , , , , , , , , , , , , ,4, , ,2,6,2,4,4,2,3,2,1,2,1,2,2,2,4,1,3,2,2,2,1,2, ,0.98007152863766
589,45.501096,-73.578867,24663359,3595,MONTREAL,H3G1X6,H3G,16,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,3,2,4,1, ,2,9,1,1,2,2,3,1,2,2,2,2,1,1,2, ,0.81856585972332
590,45.6216766544273,-73.6104307855879,24663282,3600,MONTREAL,H1G,H1G,14,1,1,2, , , , , , , , , , , , , , ,1,4, ,2,1,1,2,4,1, ,2,3,1,1,1,1,2,1,1,2,2,2,1,1,2, ,0.91357010076408
591,45.467803,-73.618253,24660731,3614,MONTREAL,H4A2L8,H4A,11,1,1,1,2, , ,3,1,2,2,2,2,2,2,2,1,1, , , ,3,1,4,1,4,2,0,1,6,1,1,2,2,3,1,3,1,2,1,1,1,1,2,0.81856585972332
592,45.623594,-73.623794,24662813,3616,MONTREAL-NORD,H1G3P6,H1G,14,1,1,2, , , , , , , , , , , , , , ,2, , ,2,2,4,4,3,2,2,2,1,1,1,1,1,2,1,3,3,1,2,1,1,2, ,0.91357010076408
593,45.540897,-73.621319,24660439,3625,MONTREAL,H2R2G7,H2R,6,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,4,4,1, ,1,5,1,1,2,2,2,1,3,3,2,1,1,1,2, ,0.91357010076408
594,45.588083,-73.645552,24662696,3626,MONTREAL-NORD,H1H4V9,H1H,14,1,1,1,2, , ,2,1,2,1,2,1,1,1,1,1,2, , , ,3,2,1,1,4,2,3,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,0.81856585972332
595,45.515125,-73.550184,24661925,3630,MONTREAL,H2L0A2,H2L,16,1,1,2, , , , , , , , , , , , , , ,3, , ,3,4,2,2,3,1, ,2,1,1,1,2,2,3,3,1,2,1,2,1,1,2, ,0.81856585972332
596,45.545448,-73.538547,24661743,3636,MONTREAL,H1W3L9,H1W,13,1,1,2, , , , , , , , , , , , , , ,9, , ,3,1,4,1,4,1, ,1,3,2,1,1,1,3,1,3,1,2,1,2,1,2, ,0.76672607558491
597,45.564631,-73.602453,24660363,3658,MONTREAL,H2A2V3,H2A,6,1,1,2, , , , , , , , , , , , , , ,5, , ,2,3,4,4,2,2,2,2,1,1,1,2,2,2,2,3,3,1,2,1,1,2, ,0.91357010076408
598,45.545598,-73.578092,24661986,3675,MONTREAL,H1Y3A1,H1Y,4,1,1,2, , , , , , , , , , , , , , ,4,8, ,1,1,4,1,4,2,2,1,6,1,1,2,2,1,1,3,1,2,1,1,1,2, ,2.30148156975812
599,45.55342,-73.53552,24661735,3679,MONTREAL,H1V2R9,H1V,13,1,1,1,1, , ,3,1,2,2,2,2,2,1,1,9,1, , , ,4,6,2,2,4,2,0,2,2,2,1,1,1,4,4,1,2,2,2,2,1,1,2,0.71318334403313
600,45.562825,-73.658128,24662654,3680,MONTREAL,H2C2X3,H2C,9,1,1,1,2, , ,4,1,1,2,2,1,3,2,2,1,1, , , ,2,1,4,1,4,2,2,1,6,1,1,2,2,2,1,3,1,2,1,1,1,1,3,0.91357010076408
601,45.494254,-73.610732,24663373,3704,MONTREAL,H3V1B5,H3V,11,1,1,2, , , , , , , , , , , , , , ,2, , ,4,4,2,4,4,1, ,1,9,2,1,2,2,4,3,1,3,2,1,2,1,2, ,0.71318334403313
602,45.440774,-73.697472,24662209,3708,LACHINE,H8T2A9,H8T,28,1,1,1,2, , ,3,1,1,2,2,2,2,1,1,1,1, , , ,4,4,2,4,4,2,0,1,2,2,2,3,3,4,3,1,3,2,1,2,2,1,2,0.71318334403313
603,45.446448,-73.579223,24661199,3732,VERDUN,H4H2C6,H4H,7,1,1,2, , , , , , , , , , , , , , ,9, , ,4,4,2,1,4,2,0,1,4,1,1,2,2,4,3,1,1,2,1,1,1,2, ,0.5614779907308399
604,45.544408,-73.559386,24661778,3740,MONTREAL,H1W2S7,H1W,13,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,2,1,2,1,4,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,0.98007152863766
605,45.639741,-73.577403,24662857,3769,MONTREAL,H1E5G1,H1E,3,1,1,1,2, , ,4,4,2,2,2,2,2,2,1,1,1, , , ,3,2,4,1,4,3,1,1,4,1,1,1,1,3,1,3,1,2,1,1,1,1,3,0.81856585972332
606,45.550843,-73.611291,24660423,3770,MONTREAL,H2E2J4,H2E,6,1,1,1,2, , ,4,1,2,2,2,2,1,1,2,9,2, , , ,4,4,1,4,4,1, ,1,9,2,1,2,2,4,3,1,3,2,1,2,1,1,3,0.71318334403313
607,45.506791,-73.828329,24662384,3780,PIERREFONDS,H8Z1V9,H8Z,25,1,1,1,2, , ,4,2,2,2,2,1,2,2,2,2,2, , , ,4,4,2,4,4,2,0,2,1,1,2,3,3,4,3,1,3,2,2,1,2,1,3,0.5614779907308399
608,45.599363,-73.534207,24660152,3783,MONTREAL,H1L1A6,H1L,13,1,1,1,1, , ,1,4,2,2,2,2,2,2,2,2,1, , , ,4,4,3,1,4,1, ,1,9,2,1,1,1,4,3,2,1,2,1,2,1,1,1,0.71318334403313
609,45.65098,-73.497016,24660036,3792,MONTREAL,H1B3A9,H1B,17,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,3,1,4,1, ,1,4,2,1,1,1,3,1,2,1,2,1,2,1,2, ,0.76672607558491
610,45.52054,-73.723037,24662495,3807,SAINT-LAURENT,H4K1T8,H4K,9,1,1,1,2, , ,4,1,2,2,2,2,2,2,2,1,1, , , ,4,4,3,4,4,2,0,1,9,1,1,2,2,4,3,2,3,2,1,1,1,1,3,0.5614779907308399
611,45.582479,-73.57567,24660226,3808,SAINT-LEONARD,H1S2B1,H1S,15,1,1,2, , , , , , , , , , , , , , ,2, , ,4,4,2,2,4,1, ,2,2,2,1,1,1,4,3,1,2,2,2,2,1,2, ,0.71318334403313
612,45.460526,-73.595893,24661034,3816,MONTREAL,H4E3K2,H4E,5,1,1,1,4, , ,3,1,2,2,2,2,2,2,2,1,1, , , ,2,3,4,1,4,2,1,1,2,2,1,2,2,2,2,3,1,2,1,2,1,1,2,0.98007152863766
613,45.604037,-73.625645,24662743,3824,MONTREAL-NORD,H1G4Y6,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,1,3,3,1,4,4,0,2,6,1,1,1,1,1,2,2,1,2,2,1,1,2, ,2.30148156975812
614,45.607412,-73.580717,24660298,3833,ANJOU,H1J2P1,H1J,10,1,1,1,2, , ,4,2,1,2,2,2,2,1,2,1,1, , , ,4,4,4,4,4,3,0,1,9,1,1,1,1,4,3,3,3,2,1,1,1,1,3,0.5614779907308399
615,45.518022,-73.593797,24661416,3836,MONTREAL,H2V4A4,H2V,1,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,1,4,1, ,1,6,2,1,2,2,2,1,3,1,2,1,2,1,2, ,0.98007152863766
616,45.473287,-73.866371,24662340,3839,PIERREFONDS,H9H4H1,H9H,26,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,2,4,3,1,1,6,1,1,3,3,2,1,3,2,2,1,1,1,2, ,0.91357010076408
617,45.534322,-73.713336,24663271,3847,MONTREAL,H4J2B7,H4J,9,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,1,1,4,4,4,2,0,9,9,2,1,2,2,1,1,3,3,2, ,2,1,1,1,2.16279574167529
618,45.467509,-73.636607,24660752,3849,MONTREAL,H4B2N9,H4B,11,1,1,2, , , , , , , , , , , , , , ,8, , ,2,1,4,4,4,2,1,1,6,2,1,2,2,2,1,3,3,2,1,2,1,2, ,0.98007152863766
619,45.542097,-73.665797,24660511,3854,MONTREAL,H3L3E3,H3L,9,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,3,0,2,2,2,1,2,2,3,1,1,1,2,2,2,1,2, ,0.76672607558491
620,45.516786,-73.558261,24661859,3885,MONTREAL,H2L2E5,H2L,16,1,1,2, , , , , , , , , , , , , , ,5, , ,4,5,1,4,4,1, ,2,1,1,1,2,2,4,4,1,3,2,2,1,1,2, ,0.5614779907308399
621,45.5552556624569,-73.6174629628658,24662626,3895,MONTREAL,H2E,H2E,6,1,1,1,2, , ,3,1,1,2,2,2,2,2,2,1,2, , , ,2,1,4,2,4,2,1,1,6,2,1,2,2,2,1,3,2,2,1,2,1,1,2,0.98007152863766
622,45.484389,-73.580779,24662137,3899,MONTREAL,H4C2H3,H4C,5,1,1,1,1, , ,4,4,2,2,1,2,2,2,1,1,2, , , ,4,4,4,4,4,1, ,1,2,2,1,2,2,4,3,3,3,2,1,2,1,1,3,0.71318334403313
623,45.557454,-73.56926,24662005,3900,MONTREAL,H1X1T4,H1X,4,1,1,2, , , , , , , , , , , , , , ,97,7, ,2,1,3,2,4,1, ,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2, ,0.98007152863766
624,45.512326,-73.715767,24663414,3901,SAINT-LAURENT,H4R0H5,H4R,27,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,9,2, , , ,2,1,4,2,3,2,0,1,6,2,1,3,3,2,1,3,2,1,1,2,1,1,1,0.98007152863766
625,45.430791,-73.623828,24662178,3913,LASALLE,H8N2B5,H8N,12,1,1,2, , , , , , , , , , , , , , ,4,5, ,1,5,2,4,3,3,1,2,9,1,2,3,3,1,4,1,3,1,2,1,2,2, ,2.30148156975812
626,45.637511,-73.588732,24662874,3914,MONTREAL,H1E3X5,H1E,3,1,1,2, , , , , , , , , , , , , , ,3,6, ,3,4,2,1,4,2,0,1,1,2,1,1,1,3,3,1,1,2,1,2,1,2, ,0.76672607558491
627,45.40893,-73.947619,24663119,3921,SAINTE-ANNE-DE-BELLEVUE,H9X1Y9,H9X,23,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,2,3,4,1, ,2,9,2,2,3,3,4,3,1,2,2,2,2,2,2, ,0.71318334403313
628,45.569099,-73.551853,24661708,3926,MONTREAL,H1V1A1,H1V,13,1,1,2, , , , , , , , , , , , , , ,8, , ,4,4,3,1,4,2,0,2,9,2,1,1,1,4,3,2,1,2,2,2,1,2, ,0.71318334403313
629,45.550167,-73.560703,24662038,3931,MONTREAL,H1X3L7,H1X,4,1,1,2, , , , , , , , , , , , , , ,12,20, ,4,4,2,2,4,2,0,1,6,1,1,2,2,4,3,1,2,2,1,1,1,2, ,0.5614779907308399
630,45.606209,-73.586553,24660300,3932,ANJOU,H1J2G2,H1J,10,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,2,4,1, ,2,2,2,1,1,1,4,3,3,2,2,2,2,1,2, ,0.71318334403313
631,45.479271,-73.66342,24663413,3936,COTE SAINT-LUC,H4W3K6,H4W,18,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,4,1,4,2,0,1,9,1,2,3,3,4,3,3,1,2,1,1,2,2, ,0.5614779907308399
632,45.458097,-73.593043,24661038,3940,MONTREAL,H4E3P3,H4E,5,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,2,0,2,3,2,1,2,2,3,1,1,1,2,2,2,1,2, ,0.76672607558491
633,45.512417,-73.566367,24661264,3951,MONTREAL,H2X1G9,H2X,2,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,4,2,4,1, ,1,5,2,1,2,2,3,1,3,2,2,1,2,1,2, ,0.76672607558491
634,45.583224,-73.616398,24660327,3955,SAINT-LEONARD,H1R3N8,H1R,15,1,1,2, , , , , , , , , , , , , , ,1, , ,2,4,3,1,4,1, ,1,9,1,2,1,1,2,3,2,1,2,1,1,2,2, ,0.91357010076408
635,45.562139,-73.661581,24662577,3957,MONTREAL,H2C2V2,H2C,9,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,1,1,3,2,3,2,2,1,6,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2.30148156975812
636,45.545698,-73.679008,24662519,3961,MONTREAL,H3L3H2,H3L,9,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,3,1,4,1,4,3,0,1,6,1,1,2,2,3,1,3,1,2,1,1,1,1,1,0.81856585972332
637,45.523237,-73.581902,24661965,3968,MONTREAL,H2J2L1,H2J,2,1,1,2, , , , , , , , , , , , , , ,4,3, ,1,5,3,2,4,1, ,2,1,1,1,2,2,1,4,2,2,2,2,1,1,2, ,2.30148156975812
638,45.421709,-73.646227,24660939,3969,LASALLE,H8R3E3,H8R,28,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,3,1,4,3,0,2,9,2,1,3,3,4,3,2,1,2,2,2,1,2, ,0.71318334403313
639,45.489274,-73.592474,24661073,3986,WESTMOUNT,H3Y3H9,H3Y,8,1,1,1,1, , ,1,1,2,2,2,2,1,1,2,1,1, , , ,3,4,4,1,4,1, ,1,4,2,1,2,2,3,3,3,1,2,1,2,1,1,1,0.76672607558491
640,45.64339,-73.510059,24662918,3987,POINTE-AUX-TREMBLES,H1B4A6,H1B,17,1,1,2, , , , , , , , , , , , , , ,4,1, ,1,3,4,4,4,2,0,1,1,1,1,1,1,1,2,3,3,2,1,1,1,2, ,2.30148156975812
641,45.5835803,-73.5421167,24663320,3998,MONTREAL,H1N,H1N,13,1,1,2, , , , , , , , , , , , , , ,1, , ,3,4,3,2,4,1, ,2,2,2,1,1,1,3,3,2,2,2,2,2,1,2, ,0.76672607558491
642,45.5835803,-73.5421167,24663320,4002,MONTREAL,H1N,H1N,13,1,1,2, , , , , , , , , , , , , , ,2,19,97,2,3,4,4,2,2,2,2,1,1,1,1,1,2,2,3,3,1,2,1,1,2, ,0.91357010076408
643,45.50116,-73.834183,24662373,4009,PIERREFONDS,H9A3E5,H9A,19,1,1,1,2, , ,4,4,1,2,2,1,2,1,1,1,1, , , ,3,5,3,3,3,2,0,1,6,1,2,3,3,3,4,2,2,1,1,1,2,1,3,0.81856585972332
644,45.518762,-73.622028,24661351,4014,OUTREMONT,H2V3A1,H2V,1,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,3,2,4,1, ,2,9,2,1,2,2,4,3,2,2,2,2,2,1,2, ,0.71318334403313
645,45.603797,-73.552588,24660179,4015,ANJOU,H1K3W6,H1K,10,1,1,2, , , , , , , , , , , , , , ,3, , ,3,1,2,4,4,2,2,1,4,1,1,1,1,3,1,1,3,2,1,1,1,2, ,0.81856585972332
646,45.525318,-73.601899,24661372,4033,MONTREAL,H2T2X3,H2T,2,1,1,1,1, , ,3,3,1,2,2,2,3,2,1,1,1, , , ,2,1,4,3,4,1, ,1,9,1,2,2,2,2,1,3,2,2,1,1,2,1,2,0.91357010076408
647,45.525421,-73.587082,24661834,4049,MONTREAL,H2T2H8,H2T,2,1,1,2, , , , , , , , , , , , , , ,4,9, ,3,1,2,1,4,1, ,2,3,1,1,2,2,3,1,1,1,2,2,1,1,2, ,0.81856585972332
648,45.553973,-73.562433,24662071,4068,MONTREAL,H1X2M5,H1X,4,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,1,4,2,3,2,4,1,1,2,2,2,1,1,1,2,2,1,1,2, ,0.91357010076408
649,45.614827,-73.509142,24660057,4069,POINTE-AUX-TREMBLES,H1A1V7,H1A,3,1,1,1,2, , ,3,3,2,2,2,1,2,2,2,1,1, , , ,3,1,3,1,4,2,2,1,5,1,1,1,1,3,1,2,1,2,1,1,1,1,2,0.81856585972332
650,45.504929,-73.555892,24661256,4078,MONTREAL,H2Y,H2Y,16,1,1,1,2, , ,2,1,2,2,2,1,1,2,2,2,2, , , ,1,1,3,1,4,2,2,2,4,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2.16279574167529
651,45.546349,-73.678922,24662520,4089,MONTREAL,H3L3G2,H3L,9,1,1,2, , , , , , , , , , , , , , ,1,3, ,2,1,4,4,3,2,2,1,9,1,1,2,2,2,1,3,3,1,1,1,1,2, ,0.91357010076408
652,45.599938,-73.513794,24663228,4091,MONTREAL,H1L4W7,H1L,13,1,1,1,1, , ,2,1,2,2,2,2,2,1,2,1,1, , , ,1,1,2,1,4,2,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2.30148156975812
653,45.487278,-73.639652,24660625,4094,MONTREAL,H3X1J1,H3X,31,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,4,4,2,2,2,3,1,2,3,3,2,1,1,3,2,2,1,2,2, ,0.91357010076408
654,45.610979,-73.518091,24660064,4113,MONTREAL,H1L3X5,H1L,13,1,1,1,2, , ,2,2,2,2,2,2,3,1,2,1,2, , , ,1,1,2,1,4,2,2,1,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2.30148156975812
655,45.559011,-73.66039,24662578,4115,MONTREAL,H2C2N1,H2C,9,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,2,4,1, ,2,3,1,1,2,2,4,3,3,2,2,2,1,1,2, ,0.5614779907308399
656,45.432957,-73.651388,24660922,4118,LASALLE,H8R3L7,H8R,28,1,1,1,5, , ,3,4,2,2,2,2,4,2,2,1,1, , , ,3,1,4,1,3,4,1,2,3,2,1,3,3,3,1,3,1,1,2,2,1,1,2,0.76672607558491
657,45.609245,-73.618811,24662751,4127,MONTREAL-NORD,H1G4B6,H1G,14,1,1,2, , , , , , , , , , , , , , ,13,5,12,4,4,1,2,4,1, ,2,2,2,1,1,1,4,3,1,2,2,2,2,1,2, ,0.71318334403313
658,45.568767,-73.595074,24660257,4128,MONTREAL,H2A2E8,H2A,6,1,1,1,2, , ,4,1,2,2,2,2,3,2,2,1,2, , , ,3,1,2,1,3,4,0,1,4,2,1,2,2,3,1,1,1,1,1,2,1,1,3,0.76672607558491
659,45.546238,-73.571811,24662021,4134,MONTREAL,H1Y1Y9,H1Y,4,1,1,2, , , , , , , , , , , , , , ,97, , ,4,5,1,4,4,11,0,2,1,2,1,2,2,4,4,1,3,2,2,2,1,2, ,0.71318334403313
660,45.463766,-73.646571,24660839,4141,MONTREAL,H4V1P8,H4V,18,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,4,4,3,2,1,1,5,1,2,3,3,2,1,3,3,1,1,1,2,2, ,0.91357010076408
661,45.541614,-73.600397,24661651,4142,MONTREAL,H2G3B1,H2G,4,1,1,1,2,1, ,4,1,2,2,2,1,2,2,2,1,1, , , ,2,1,4,2,4,1, ,2,3,2,1,2,2,2,1,3,2,2,2,2,1,1,3,0.98007152863766
662,45.603525,-73.633917,24662796,4151,MONTREAL,H1G2H5,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,3,4,2,2,4,2,0,1,6,1,1,1,1,3,3,1,2,2,1,1,1,2, ,0.81856585972332
663,45.545894,-73.553987,24661774,4152,MONTREAL,H1W3B1,H1W,13,1,1,2, , , , , , , , , , , , , , ,1,3, ,3,1,4,1,4,1, ,1,9,1,1,1,1,3,1,3,1,2,1,1,1,2, ,0.81856585972332
664,45.585673,-73.564434,24661701,4153,MONTREAL,H1T3S8,H1T,4,1,1,1,2, , ,4,1,1,2,2,1,2,1,1,1,2, , , ,4,4,3,4,4,2,0,1,9,2,2,2,2,4,3,2,3,2,1,2,2,1,3,0.71318334403313
665,45.532696,-73.690922,24662552,4156,MONTREAL,H3M2B8,H3M,9,1,1,1,2, , ,4,2,2,2,2,2,3,1,1,1,1, , , ,4,4,1,4,4,2,0,1,9,1,2,2,2,4,3,1,3,2,1,1,2,1,3,0.5614779907308399
666,45.466964,-73.877341,24662333,4167,PIERREFONDS,H9J2T9,H9J,21,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,2,1, , , ,1,1,4,1,4,2,0,2,3,2,1,3,3,1,1,3,1,2,2,2,1,1,1,2.16279574167529
667,45.51995,-73.593117,24661432,4175,MONTREAL,H2T2P8,H2T,2,1,1,1,1, , ,1,1,1,2,2,2,1,2,2,1,2, , , ,3,1,4,2,4,2,2,1,6,2,1,2,2,3,1,3,2,2,1,2,1,1,1,0.76672607558491
668,45.649669,-73.586939,24662868,4180,MONTREAL,H1A3J3,H1A,3,1,1,1,2, , ,4,3,2,2,2,2,2,1,2,1,2, , , ,3,6,3,1,4,3,0,1,9,2,1,1,1,3,4,2,1,2,1,2,1,1,3,0.76672607558491
669,45.478751,-73.591413,24661060,4185,MONTREAL,H4C1A1,H4C,5,1,1,2, , , , , , , , , , , , , , ,3, , ,1,1,4,1,4,1, ,1,4,2,1,2,2,1,1,3,1,2,1,2,1,2, ,2.16279574167529
670,45.463842,-73.884957,24663408,4187,PIERREFONDS,H9J3R5,H9J,21,1,1,1,2,97, ,3,2,2,2,2,1,2,1,1,1,1, , , ,3,6,3,1,4,4,1,2,6,1,2,3,3,3,4,2,1,2,2,1,2,1,2,0.81856585972332
671,45.513985,-73.56812,24661262,4188,MONTREAL,H2X0A5,H2X,2,1,1,2, , , , , , , , , , , , , , ,8, , ,4,4,4,4,2,2,0,1,9,1,1,2,2,4,3,3,3,1,1,1,1,2, ,0.5614779907308399
672,45.464113,-73.652914,24660838,4194,MONTREAL,H4V2C4,H4V,18,1,1,1,1,2, ,4,2,1,2,2,2,2,1,1,1,2, , , ,3,4,3,4,4,2,0,1,4,2,2,3,3,3,3,2,3,2,1,2,2,1,3,0.76672607558491
673,45.558685,-73.548052,24662055,4205,MONTREAL,H1V3V5,H1V,13,1,1,1,1, , ,2,3,2,2,2,2,1,2,2,2,1, , , ,2,1,4,2,4,2,0,1,6,1,1,1,1,2,1,3,2,2,1,1,1,1,1,0.91357010076408
674,45.485388,-73.795053,24663153,4206,DOLLARD-DES-ORMEAUX,H9B1Y2,H9B,19,1,1,1,2, , ,4,9,2,2,2,2,1,2,2,9,1, , , ,3,6,2,4,4,99,99,1,9,2,2,3,3,3,4,1,3,2,1,2,2,1,3,0.76672607558491
675,45.536089,-73.618071,24661509,4234,MONTREAL,H2R1Y1,H2R,6,1,1,1,1, , ,4,1,2,2,2,1,1,1,2,9,2, , , ,3,1,4,1,4,1, ,2,2,2,1,2,2,3,1,3,1,2,2,2,1,1,3,0.76672607558491
676,45.601938,-73.531478,24660076,4246,MONTREAL,H1L6J8,H1L,13,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,1, ,2,1,2,1,1,1,4,3,1,1,2,2,2,1,2, ,0.71318334403313
677,45.636746,-73.504785,24662912,4252,POINTE-AUX-TREMBLES,H1B1T4,H1B,17,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,4,1,4,3,0,1,9,1,1,1,1,3,1,3,1,2,1,1,1,2, ,0.81856585972332
678,45.452929,-73.593161,24661017,4254,MONTREAL,H4E3L4,H4E,5,1,1,1,2, , ,2,4,2,2,2,2,1,2,2,2,2, , , ,4,4,1,2,4,2,0,2,1,2,1,2,2,4,3,1,2,2,2,2,1,1,1,0.71318334403313
679,45.530493,-73.60652,24661628,4260,MONTREAL,H2S3A6,H2S,4,1,1,1,5, , ,2,2,2,2,2,2,3,1,1,1,1, , , ,2,1,2,2,4,1, ,2,4,1,1,2,2,2,1,1,2,2,2,1,1,1,1,0.91357010076408
680,45.467255,-73.859184,24663181,4273,PIERREFONDS,H9H4C3,H9H,26,1,1,1,2, , ,4,2,2,2,2,2,2,1,2,2,1, , , ,4,4,3,2,4,2,0,1,9,2,1,3,3,4,3,2,2,2,1,2,1,1,3,0.71318334403313
